UUID,ESCUELA,MODALIDAD,ANNIO_POSTULACION,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO_ORIGEN,DEPARTAMENTO_ORIGEN,PROVINCIA_ORIGEN,DISTRITO_ORIGEN,UBIGEO_IE,DEPARTAMENTO_IE,PROVINCIA_IE,DISTRITO_IE,EDAD,SEXO,PAGO,IDIOMA,LEE,ESCRIBE,HABLA,TIENE_DISCAPACIDAD,TIPO_COMUNIDAD,COMUNIDAD
288e25,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,81106,CUSCO,PAUCARTAMBO,KOSÑIPATA,81106,CUSCO,PAUCARTAMBO,KOSÑIPATA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
68e01a,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bda7bb,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,23,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ceaf64,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b86427,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3ed522,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80905,CUSCO,LA CONVENCIÓN,OCOBAMBA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
da6730,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3c8602,ECOTURISMO,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
46eaf4,ECONOMÍA,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
8592c0,ECOTURISMO,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80101,CUSCO,CUSCO,CUSCO,17,FEMENINO,200.0,Español,SI,NO,SI,NO,NINGUNA,NINGUNA
672d98,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80902,CUSCO,LA CONVENCIÓN,ECHARATE,24,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
94e9ba,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
806012,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bf3542,INGENIERÍA CIVIL,ORDINARIO,2023,150132,LIMA,LIMA ,SAN JUAN DE LURIGANCHO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
aaa568,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
037df6,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d62fec,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80401,CUSCO,CALCA,CALCA,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
78d739,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f9813c,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,29,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
7b92ff,INGENIERÍA CIVIL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
05b837,INGENIERÍA CIVIL,ORDINARIO,2023,80204,CUSCO,ACOMAYO,MOSOC LLACTA,80204,CUSCO,ACOMAYO,MOSOC LLACTA,80601,CUSCO,CANCHIS,SICUANI,24,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c98ea1,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cfae36,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
57fdc7,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
28a849,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,23,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cf728a,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
348dce,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,25,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bea42b,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f589c7,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d78c05,ECOTURISMO,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80106,CUSCO,CUSCO,SANTIAGO,22,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cbb334,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9a84a9,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
a90669,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
32e17c,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
7417a4,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80101,CUSCO,CUSCO,CUSCO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c421b5,ECONOMÍA,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
23db53,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
7a2b0a,CONTABILIDAD,ORDINARIO,2023,80904,CUSCO,LA CONVENCIÓN,MARANURA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
e2fbd8,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
325c19,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80915,CUSCO,LA CONVENCIÓN,KUMPIRUSHIATO,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
4046ed,CONTABILIDAD,ORDINARIO,2023,81201,CUSCO,QUISPICANCHI,URCOS,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ca7d4f,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,250201,UCAYALI,ATALAYA ,RAYMONDI,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c3ec44,INGENIERÍA CIVIL,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,17,FEMENINO,200.0,Español,NO,NO,NO,NO,NINGUNA,NINGUNA
e01528,CONTABILIDAD,ORDINARIO,2023,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f3b60c,ECOTURISMO,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
a14542,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,29,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
0f96a5,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,21,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
4e681c,INGENIERÍA CIVIL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f5767d,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
5db0e0,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
190516,INGENIERÍA CIVIL,ORDINARIO,2023,50101,AYACUCHO,HUAMANGA,AYACUCHO,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ee2b19,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
368326,ECOTURISMO,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,20,FEMENINO,200.0,Español,NO,NO,NO,NO,NINGUNA,NINGUNA
f7959a,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80915,CUSCO,LA CONVENCIÓN,KUMPIRUSHIATO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
e8ea29,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,32,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
0260b0,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
aa4ddb,ECONOMÍA,ORDINARIO,2023,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
98c13b,ECOTURISMO,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,19,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
dd8136,CONTABILIDAD,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3f79f3,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
afd579,INGENIERÍA CIVIL,ORDINARIO,2023,50410,AYACUCHO,HUANTA,UCHURACCAY,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,50101,AYACUCHO,HUAMANGA,AYACUCHO,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
1ba1ae,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,31,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ff2e2e,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
6ff566,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
14a31d,INGENIERÍA CIVIL,ORDINARIO,2023,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f4798a,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
df5ae2,ECONOMÍA,ORDINARIO,2023,80106,CUSCO,CUSCO,SANTIAGO,80905,CUSCO,LA CONVENCIÓN,OCOBAMBA,80108,CUSCO,CUSCO,WANCHAQ,17,FEMENINO,200.0,Quechua,SI,SI,SI,NO,NINGUNA,NINGUNA
8bfc4f,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3c3056,ECONOMÍA,ORDINARIO,2023,40101,AREQUIPA,AREQUIPA,AREQUIPA,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,27,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
02b3b5,INGENIERÍA CIVIL,ORDINARIO,2023,80606,CUSCO,CANCHIS,SAN PABLO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,27,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
13e52f,ECONOMÍA,ORDINARIO,2023,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,80301,CUSCO,ANTA,ANTA,25,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
376d26,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80408,CUSCO,CALCA,YANATILE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80408,CUSCO,CALCA,YANATILE,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
fcbaf8,ECONOMÍA,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,29,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ac2042,INGENIERÍA CIVIL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f6a041,CONTABILIDAD,ORDINARIO,2023,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80104,CUSCO,CUSCO,SAN JERONIMO,18,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cebd97,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80408,CUSCO,CALCA,YANATILE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80408,CUSCO,CALCA,YANATILE,21,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
577995,ECONOMÍA,ORDINARIO,2023,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
4ccac8,INGENIERÍA DE ALIMENTOS,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,23,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
436535,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
98338d,ECONOMÍA,ORDINARIO,2023,40101,AREQUIPA,AREQUIPA,AREQUIPA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,80903,CUSCO,LA CONVENCIÓN,HUAYOPATA,20,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9336d6,CONTABILIDAD,ORDINARIO,2023,150132,LIMA,LIMA ,SAN JUAN DE LURIGANCHO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
98e9e4,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bde1a9,ECONOMÍA,ORDINARIO,2023,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,31,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ad1b9f,ECONOMÍA,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
2e1c36,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
17b8d7,ECONOMÍA,ORDINARIO,2023,80915,CUSCO,LA CONVENCIÓN,KUMPIRUSHIATO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80308,CUSCO,ANTA,PUCYURA,17,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
187bc2,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2023,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
